scoped,url,response_status,current_url,html_lang_raw,lang_extracted,sp_pop,lang_detected,match_found,iana_valid,status,recommendation
True,https://edwarddonner.com/,200,https://edwarddonner.com/,en-US,en,328284480,en,True,True,Keep,Perfect
